,sentiment,content
8372,happiness,almost done with my first day at the spa...I missed this place! Then headed to Fort Collins to close down casa de kent
8373,surprise,"BTW, for the record, can I just say I have waaay too many clothes.  While packing, found a green boa &amp; a 22&quot; velvet and black corset."
8374,worry,arrghh stupid eczema      i have to go soon. sort it OUT! :/
8375,worry,@azina too late...now it just hurts.
8376,sadness,I worked at a car plant once..nobody believes me though. I repect all the hard workin folks in the world.
8377,hate,I hate my life
8378,hate,hates these khaki pants! project to do todayy
8379,fun,@emcerlain I know it's against the law... I am a rebel in small things.
8380,hate,Dear Allergies.. i hate you.. please go away...love always... your victim..
8381,relief,"@Flamenkers I send messages to greg all the time, no answer  its ok I still love o &amp; a, goog luck with your move to Erie."
8382,sadness,i have runny nose... i can't breathe.. terrible feeling...
8383,fun,4 more days until my birthday!!! I don't want to get older
8384,neutral,Is working allll weeekend
8385,worry,"iPhone today! I want to see The Morning Of in Virginia Beach, but I don't think I can get there"
8386,worry,In A and E arts Stephani's horse fell on wet ground and she landed on her head
8387,sadness,"@rakka oh no, you're gonna have to break up w/your ups guy when you move"
8388,worry,"@technclrninjoe i think thats what he is going for but he didnt have time to scan, do photo shop and stuff before work"
8389,neutral,@payforglory i am sorry i don't like girls ~that way
8390,happiness,@AmongstStars awee!
8391,sadness,"Its sooooooooo not funny when I have to move from computer to computer to render and draw. Come on, Revit! AutoCAD was never this bad."
8392,hate,i JUST fucking cleaned the whole kitchen....and the asshole comes home &amp; is going to make a mess of it...my mom didn't even get to see it
8393,worry,tired but have a lot to do.  Looking forward to tabletop gaming tomorrow as a break from my constant programming
8394,happiness,currently playing... part of the list
8395,love,Beautiful day on Ocracoke just hope the thunderstorms stay away this afternoon...it's not looking good
8396,sadness,My peeps is coming from chi*twn today for the weekend to hang w me and i dont have any time  always workin!
8397,worry,"Follow Friday is such a burden for me, because I want to add everyone, and I always forget people."
8398,hate,John making me wear a mask and gloves at work cause I'm sick. Says he doesn't want to catch swine flu.  http://yfrog.com/02mxjj
8399,love,@Auggie5000 lmao boss ross don't come on out here  I love that man he was the truth
8400,surprise,"Wired mag needs to seriously chill out. I just renewed barely 3 months ago, yet they've already sent me 5 renewal letters for next year!"
8401,worry,Cruising &quot;Serious Eats NY&quot; does not bode well for a future in GA. Missing NYC gastronomical tour..  http://newyork.seriouseats.com/
8402,love,"Went to the hairdresser today, she cutted my hair off  I loved my long hair! Dad said he couldn't even see I got a haircut! LAAAME"
8403,neutral,@kt__d  make it go awayyyyy
8404,neutral,"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says &quot;Crackerack&quot;?"
8405,hate,hut myself in the face with a hammer earlier by accident  obviously it hurts.
8406,sadness,Bored and lonely at work
8407,sadness,The stratus is going bye bye today  i loved that car in high school #fb
8408,empty,Erm ovaj &quot;video twitter&quot; iz Tweetia ne radi. Niï¿½ta od microcastinga
8409,worry,ran over a worm skating...  poor wormie. but glad to be back.
8410,anger,No gas PLUS no money = Desperation!!!   and that's the word of the day!  http://twitpic.com/66zls
8411,empty,"@dannyid the balance is ~$8,000. unfortunately i havent been able to find a card that has a limit high enough to transfer the whole thing"
8412,neutral,He's getting ear tubes in about an hour so no food
8413,relief,finally some effing internet! i effin need to update the wifi in SG malls. Idk how  i miss dada and craigie......
8414,surprise,@nick_carter ah nick youï¿½ve set the vid to private  do you not want everyone 2 see it or has it been a mistake?
8415,happiness,@eep2001 Might have to cancel our Disney trip this year.  Not too thrilled about it.
8416,worry,@barbsrad sorry to hear that
8417,relief,Thanking god for after elton for allowing me to see the new TW trailer since work blocked youtube and lj
8418,worry,@pallet2005 apologies don't fix hurt feelings kev.  anyway i'll get it from u next time I c u.
8419,worry,"was mostly sick when she went to bed, but woke up feeling mostly dead"
8420,sadness,LA unified summer schools drastically cut due to CA budget  cuts. Very sad
8421,worry,"@LauraKatzenberg Yo, what happened to my invite?"
8422,sadness,@eoghancasey oh no!!    i wish i could lay out in the sun!!  i have no garden...LOL
8423,empty,I'm bored at work
8424,worry,i really want some starbucks right now  needing to find something to do tonight..
8425,sadness,@Orion_Girl OOC sorry we keep missing each other...
8426,worry,"@SPACASSO Hey, Maria! I'm so sorry!  I think I accidentally disconnected you.     Thank you SO much for trying. Headed to your site soon."
8427,love,@bondsbustyblond We've just 16ï¿½C today&amp;cold wind..  Want it 2b like 25ï¿½ to 30ï¿½! I love hot weather! But I reaped the 1st strawberry yday!
8428,enthusiasm,I don't want Warren to die. He's an awesome character!  I hate Clare she should fucking die once and for all.
8429,neutral,Now i cant find him  Gonna be a sleepless night tonight
8430,love,"@SU2C What about having one in TAMPA? I've been all excited to do the hunt, but I'm too far from any of those cities"
8431,neutral,@ItsMeGregory you're so far
8432,happiness,"Good am all..: hanging out with ma dad 2day, looking for a job still.."
8433,neutral,I wanna roc wit'chu . Imy buu
8434,happiness,@xxdePinkLadyxx I KNOW!!!!!!!!!!!!!!!! JOIN THE FREEKIN CLUB!!!!
8435,sadness,"@GabrieleDurning  sadly we were too late for TraceyCakes, but we got them elsewhere- not the same but still yummy. Tea w wee on wknd!"
8436,sadness,"So from this moment foward, imma have to spend my money wisely. No dress and shoe shopping every week. No more pigging out @ my fav rest."
8437,happiness,"@darklord1  Ohh what fun! A night at Slimes, I miss that place!"
8438,hate,"hates the everything about  seafood.. just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh..."
8439,worry,gosh it's anoher cloudy day  wish they would go away.. or rain..
8440,neutral,@nick_carter Vid is marked private..
8441,worry,Dangit...cuz of this weather the house painting is going to be dragged out till next week.
8442,sadness,@KING617 I REEEALLY wish I could be there  haven't been n a while.what's goin on down there lately?
8443,sadness,"hates everything about seafood..esp smell! just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh..."
8444,anger,Very bad things.......I need to stop thinking!
8445,neutral,@dj_crisis deathmatch? I don't have that game. Plus.... I'm not really good at any games  lol
8446,neutral,Stressed out fro work and having a drink
8447,neutral,@deejaychips i havent laid my verse yet...
8448,worry,@paintgranny my little felted thing looks like an incestuous by- product of two of your lovelies
8449,neutral,the live version is so much better  ? http://blip.fm/~79my3
8450,surprise,"@duncangela I tried sooooo hard to work from home today, but failed  Not my fault though."
8451,neutral,@Madrox My condolences.
8452,worry,@corcorjdore I hope you meant ten hour shiFt ya nasty. Poor guy either way   http://myloc.me/1ZSJ
8453,neutral,"@stacywillert yeah that was me yesterday after i found out the house i want is sold, my bank effed me over and then the car accident"
8454,surprise,"@yoha_ahoy yeah I really want one too!  Probably in the winter I may be able to get one, but until then."
8455,worry,Probably because it wasnt a command...bet you dont understand pay out on fantasy football either  ..droids   Look out for @eCouchCoach
8456,neutral,"@Galia ouch!! Applied Ec over the summer? And no graduation, then?  *hug*"
8457,love,@marianalizbeth yayy!!! Im gonna see you today! I miss you!
8458,neutral,@ClipperPrincess No I haven't made my page yet.  Had to work
8459,happiness,"Have ordered the cuuutest invitations for my new nieceï¿½s Christening, and they just arrived back in SA.  Sorry that I wont make it myself"
8460,sadness,@tanyaahedo - I know! It was drizzling all the way to work!  Hope it warms up this weekend....
8461,worry,Tryin to get motivated to go downtown to meet with my girl friends... Kinda dont want to but I always cancel
8462,happiness,@danni_30439 I really wish I could go!
8463,sadness,@danger_skies miss you too :'( it is!i never want to come home.....seriously
8464,worry,"exams are in 2 days, and i'm not prepared  so dead"
8465,worry,Just got to the hospital. Jimmys really bad....please please send your good thoughts. I'm really worried.
8466,worry,@serda23 Depends on what they want for it....I've become poor again
8467,worry,@misamille Where are u  miss you I hope you are doing well *sending big hugs*
8468,sadness,"OK, home made pizza tonight, but horrors, I've run out of anchovies"
8469,neutral,night nurse!! :S
8470,worry,@alltimebritt lol dammit  well then next time then
8471,love,Yeah it's Friday but I have to work at 5am tomorrow  oh well going shopping afterwork
8472,happiness,"@nick_carter Gotta make the video public, dear. LOL ...can't see it."
8473,hate,ScREW MY PHONE. ITS BROKEN. DONT BOTHER TEXTING.
8474,worry,@nick_carter THE LINK DOESNT WOR
8475,relief,@_HarryKim OOC:  It's okay.  Maybe our schedules will work out soon.
8476,worry,Gotta go to the doctor this morning  i feel so sick right now. i can barely talk but i'm still yelling across the house lol
8477,worry,No kickboxing classes today  pretty bummed. Still going to work out hard. http://myloc.me/1ZT0
8478,hate,"I want to shoot Viva Hate... this is only the second time since I got my new camera I've had a chance, and the other was pitch black"
8479,sadness,@Pretty23rd I wasn't feeling it
8480,worry,"@gfalcone601 giii help me  i really wana find a gorgeous dress for prom, not long, mid length or short, anywhere in the uk. please help"
8481,anger,@anz_rocks19  i have to break the twitterparty... im off home soon
8482,worry,UGH I missed the POTUS @ MY Five Guys!!!! 2 blocks from my house and 3 blocks from my job.  http://www.politico.com/politico44/
8483,worry,Got Firefox working again. Now I just have to get back all of my bookmarks...
8484,happiness,"Wearing exactly the same clothes as I used to wear in Canada, beanie (or touque) and all.  Ahh brings back memories... I miss the snow"
8485,worry,I'm gonna miss them so much  I'm crying right now... :/
8486,love,"fourteen hours later, i'm still having the worst allergy flare-up in my life from shooting an engagement session in a field last night..."
8487,happiness,@oliviamunn SAN DIEGO! MOVE DOWN HERE! although whether right now is pretty cold. im waiting for the suck so i can go surf  I LOVE YOU
8488,surprise,"just got back from the BBQ, i got sunburn on my legs, well sore"
8489,worry,WAH. i'm gonna miss bowie people  ESP YOU ALYANNA BONDOC &lt;3 and Cesar. D:&lt; I dunno if I can survive without my SOSA!
8490,happiness,@nethra - one more funny msg on fb. this time with an actual link  today i have received 5 such messages
