Show Number,Air Date,Round,Category,Value,Question,Answer
5079,2006-10-12,Double Jeopardy!,NEWMAN'S OWN,$400,"1969 film in which Paul Newman tells Robert Redford, ""Boy, I got vision, and the rest of the world wears bifocals""",Butch Cassidy and the Sundance Kid
3664,2000-07-06,Jeopardy!,CAPITAL,$400,This city's highest hill at almost 400 feet was built out of rubble collected after WWII,Berlin
4172,2002-10-22,Jeopardy!,TEST YOUR SHORT TERM MEMORY,$400,It's the short term for the diving hazard decompression sickness,bends
3475,1999-10-15,Jeopardy!,PLACE NAME PEOPLE,$300,"This early settler of Charlestown, Massachusetts got a hill named for him; a June 1775 battle was fought there",George Bunker
2918,1997-04-16,Jeopardy!,"CROSSWORD CLUES ""I""",$500,Give the third degree (11),interrogate
3014,1997-10-09,Jeopardy!,HISTORY,$500,"The first European to round Africa's southern tip, he was also on the voyage that discovered Brazil",Bartolomeo Diaz
3168,1998-05-13,Jeopardy!,THE OLD TESTAMENT,$400,"He told King Darius, ""My god hath sent his angel, and hath shut the lions' mouths""",Daniel
3557,2000-02-08,Jeopardy!,TEEN PEOPLE,$400,"For this Wallflower, when it comes to style & fashion, ""Black...rocks like no other color""",Jakob Dylan
6115,2011-03-25,Jeopardy!,PRESIDENTIAL MONOGRAMS,$1000,JM (the 2),James Madison & James Monroe
4504,2004-03-18,Jeopardy!,C PLUS,$800,"C plus human fur equals this, something to sit on",chair
4611,2004-09-27,Double Jeopardy!,JOHN RITTER,$400,"On Nov. 4, 2003, this ABC series said a fond farewell to John with an episode titled simply ""Goodbye""",Eight Simple Rules (for Dating My Teenage Daughter)
5822,2009-12-29,Jeopardy!,NAME THAT SPORT,$400,MLS,soccer
5322,2007-10-30,Jeopardy!,"LIKE, IT'S TOTALLY THE VALLEY",$400,"In the Wonders of America stamp series, the ""Hottest Spot"",  this California site, has a <a href=""http://www.j-archive.com/media/2007-10-30_J_17.jpg"" target=""_blank"">picture</a> that fits the name",Death Valley
3570,2000-02-25,Double Jeopardy!,THE CHIEF JUSTICE FILES,$400,1801-1835,John Marshall
5502,2008-07-08,Double Jeopardy!,GEOGRAPHICAL NICKNAMES,$800,"William Jennings Bryan, the ""Boy Orator of the Platte"", knew the Platte primarily runs through this state",Nebraska
6241,2011-11-07,Jeopardy!,ON A U.S. POSTAGE STAMP,$1000,"This herb, Salvia officinalis",sage
4547,2004-05-18,Final Jeopardy!,THE ANIMAL KINGDOM,None,"A part of this marine mammal was prized by medieval folk, who thought it belonged to a unicorn",the narwhal
5164,2007-02-08,Double Jeopardy!,YOU'RE NOT GOING OUT WEARING THAT,$400,"This suit... well, it's formal & the cummerbund & bow tie that go with it do seem a bit much for 4th period math",tuxedo
5284,2007-07-26,Double Jeopardy!,THE SUMMER OLYMPICS,$2000,"<a href=""http://www.j-archive.com/media/2007-07-26_DJ_06.jpg"" target=""_blank"">She</a> won all-around gold for the U.S. in 2004; Maybe you can see her better <a href=""http://www.j-archive.com/media/2007-07-26_DJ_06a.jpg"" target=""_blank"">now</a>",Carly Patterson
3775,2001-01-19,Jeopardy!,INTERNET SHORTHAND,$100,FYI,For Your Information
3906,2001-09-03,Jeopardy!,TRUE STORY,$100,"John Hersey wrote about 6 survivors of an August 6, 1945 explosion in this title city",Hiroshima
5978,2010-09-15,Double Jeopardy!,SINGERS ON SCREEN,$400,"This pop diva was downright dowdy in her role as a welfare caseworker in ""Precious""",Mariah Carey
5146,2007-01-15,Jeopardy!,ARTS & CRAFTS,$1000,"The name of this knotty craft comes from a word that means ""embroidered veil""",macramé
5729,2009-07-02,Double Jeopardy!,"THE ""DOG""S",$1200,"Someone put in charge to guard against theft, or just Cerberus' day job",a watchdog
5817,2009-12-22,Jeopardy!,"""CON""SARNIT",$800,"If I'm holding this spiral shell of a gastropod, a fabled trumpet of the tritons, I get to speak",a conch (shell)
4137,2002-09-03,Double Jeopardy!,ENTERPRISE,$800,Psst! Hey buddy! Check it out -- a watch from this company that made watches waterproof in 1926. Only 20 bucks,Rolex
4878,2005-11-23,Jeopardy!,HIDDEN INSTRUMENTS,$200,Cancel long periods praciticing with this string instrument or your fingers will get tired,cello (in Cancel long)
2900,1997-03-21,Double Jeopardy!,OPERA,$600,"Act I of this composer's ""Don Giovanni"" features the famous ""Champagne Aria""",W.A. Mozart
3794,2001-02-15,Jeopardy!,RIVERS,$500,In 1966 this river caused major damage when it flooded Florence,Arno
4680,2004-12-31,Double Jeopardy!,"""X""s & ""O""s",$400,Around 100 A.D. Tacitus wrote a book on how this art of persuasive speaking had declined since Cicero,oratory
3697,2000-10-03,Double Jeopardy!,BALLET,$400,"""Scrooge"" is a festive holiday ballet inspired by this beloved book",A Christmas Carol
3094,1998-01-29,Double Jeopardy!,WORLD GEOGRAPHY,$1000,"Deep granite gorges of this river have led some to call it ""the crease in the map of Spain""",the Tagus
4467,2004-01-27,Double Jeopardy!,"""W""HODUNNIT?",$800,She's the 1982 Pulitzer Prize author seen here early in her career,Alice Walker
6022,2010-11-16,Jeopardy!,ENVIRONMENTALISM,$1000,Representatives from 150 countries met in this Japanese city in 1997 to agree to an accord to reduce greenhouse gases,Kyoto
3898,2001-07-11,Jeopardy!,AFRICANA,$500,"Meaning ""guided one"", it was the title of the 1880s Sudanese leader whose forces defeated General Gordon",The Mahdi
2019,1993-05-20,Jeopardy!,TV WESTERNS,$300,This TV western was set on the Barkley Ranch in the 1870s,The Big Valley
6045,2010-12-17,Jeopardy!,SCOTLAND,$200,"The center of this city, the capital, lies near the southern shore of the Firth of Forth",Edinburgh
3021,1997-10-20,Jeopardy!,FICTION,$200,"Like the hero, the author of the 1817 novel ""Rob Roy"" was of this nationality",Scottish
5630,2009-02-13,Jeopardy!,CABLE CHANNELS,$200,"The Dire Straits song ""Money For Nothing"" says, ""You play the guitar on"" this cable channel",MTV
5340,2007-11-23,Jeopardy!,LITERATURE A LA SEUSS,$400,"George said, ""No, Lennie, No! / I won't get you a guppy! / You think I've forgotten / what you did to that puppy?""",Of Mice And Men
5575,2008-11-28,Double Jeopardy!,HEY 19,$1600,"She was Queen of France for 19 years, from 1774 to 1793",Marie Antoinette
3189,1998-06-11,Double Jeopardy!,BEFORE & AFTER,$800,Boxing promoter whose boys lost the fight for the American colonies,Don King George III
5283,2007-07-25,Jeopardy!,BODIES OF WATER,$600,"Toyama, Wakasa & Ishikari bays are arms of this sea",the Sea of Japan
5805,2009-12-04,Jeopardy!,SHOE BRANDS,$200,"It's Greek for ""victory""",Nike
4788,2005-06-01,Double Jeopardy!,HARDBOILED SLANG,$1600,John Cusack & Anjelica Huston were these title small-time hustlers in a 1990 film,grifters
4946,2006-02-27,Jeopardy!,WAITER!,$800,"I'm in the mood for a little Italian: how 'bout an order of anitra all'aranci, this fowl cooked in orange sauce",duck
5113,2006-11-29,Double Jeopardy!,LET'S SING,$1200,"""Fly Me To The Moon"" says, ""Let me sing among those stars, let me see what spring is like on"" these 2 planets",Jupiter & Mars
4525,2004-04-16,Double Jeopardy!,POTENT PEOPLE,"$3,000","It's the real first name of the actress who played the title role in ""Gilda""; it's also a cocktail",Margarita
5104,2006-11-16,Double Jeopardy!,IT HAPPENS EVERY YEAR,$800,"Each year this ""Dairyland State"" selects an Alice in Dairyland spokesperson who helps out with June Dairy Month",Wisconsin
3208,1998-07-08,Double Jeopardy!,IN LAS VEGAS,$1000,This casino was a fatal flop for Bugsy Siegel when he launched it in 1946,Flamingo
2130,1993-12-03,Double Jeopardy!,WORLD FACTS,$400,It's the monetary unit of Vatican City,Lira
5754,2009-09-24,Jeopardy!,CHINA IN THE MUSEUM,$400,"Washington's Freer & Sackler Galleries have exquisite nature paintings by Bada Shanren, a monk of this religion",Buddhism
5337,2007-11-20,Jeopardy!,TOMATOES,$1000,"This meaty type of tomato can be red or green; both types are seen <a href=""http://www.j-archive.com/media/2007-11-20_J_28.jpg"" target=""_blank"">here</a>",beefsteak
3539,2000-01-13,Double Jeopardy!,LEADING LADIES,$600,"Soon after appearing in ""Gone with the Wind"", she appeared on the cover of Time magazine, also as Scarlett",Vivien Leigh
6263,2011-12-07,Jeopardy!,HEADS IN THE HEAVENS,$800,"Hamal, the alpha star in this constellation, is from the Arabic al ras al hamal, ""head of the sheep""",Aries
3239,1998-10-08,Jeopardy!,NAME THAT ARTHROPOD,$100,"Few of these ever reach maturity, they're destroyed by weather or eaten by other animals",Caterpillars
3387,1999-05-04,Double Jeopardy!,CINEMATIC CHICAGO,$1000,"Say the name of this Chicago-set 1992 horror movie 5 times into a mirror & a ""sweet"" killer will appear",Candyman
6134,2011-04-21,Jeopardy!,FILL E_____R UP,$200,Celebration of the Resurrection,Easter
6156,2011-05-23,Jeopardy!,A CANDY-GORY,$600,"Hugs are a version of this bite-sized Hershey candy, with milk chocolate hugged by sweet white cream",Kisses
2985,1997-07-18,Jeopardy!,SCIENCE,$400,Birds & bees perform this transfer of gametes from anthers to stigmas,pollination
5962,2010-07-13,Jeopardy!,BOOK WORDS,$1000,Casey Kasem was known for presenting long-distance ones,dedication
4693,2005-01-19,Double Jeopardy!,WON,$800,"COTY, once a prestigious fashion award, stood for this when the Mini Cooper won it in 2003",Car of the Year
4753,2005-04-13,Final Jeopardy!,16th CENTURY NAMES,None,"As a foe of the Spanish, he's been called ""The Queen's Pirate"" & a ""Gran Luterano""",Sir Francis Drake
6128,2011-04-13,Jeopardy!,THAT'S MY DRINK,$1000,"Tequila, tomato juice, lemon juice, Tabasco, Worcestershire sauce: the variation Bloody ____",Maria
5933,2010-06-02,Double Jeopardy!,TV SHOW SETTINGS BY STATE,$2000,"""Burn Notice""",Florida
3187,1998-06-09,Double Jeopardy!,TIM CONWAY FILMS,$600,"Tim teamed up with this fellow TV comedian in several films including 1980's ""The Private Eyes""",Don Knotts
3699,2000-10-05,Double Jeopardy!,"10, 11 OR 12",$600,Amendments in the Bill of Rights,10
5725,2009-06-26,Jeopardy!,STATE UNIVERSITY ALUMNI,$1000,"William Inge, Wilt Chamberlain, Bob Dole",the University of Kansas
5684,2009-04-30,Double Jeopardy!,"FOOD, FAST",$1200,A letter plus a word make this steak from the short loin,a T-bone steak
3021,1997-10-20,Jeopardy!,ABBREV.,$500,In the game of chess chm. is an abbreviation for this move,checkmate
5367,2008-01-01,Double Jeopardy!,RECENT FICTION,$1600,"The author of ""We Were the Mulvaneys"", she starts 2007's ""The Gravedigger's Daughter"" with a bang",Joyce Carol Oates
6142,2011-05-03,Jeopardy!,FLAGS OF THE WORLD,$200,"Like Turkey's flag, Tunisia's flag bears these 2 celestial symbols of Islam",a star & a crescent
5058,2006-09-13,Jeopardy!,WINING & DINING,$400,"With spaghetti & meat sauce, try Classico, one of the 7 subzones of this Italian red wine",Chianti
1634,1991-10-10,Double Jeopardy!,WORLD GEOGRAPHY,$800,2 of this South American city's most popular beaches are Copacabana & Ipanema,Rio de Janeiro
4983,2006-04-19,Double Jeopardy!,HISTORIC DOCUMENTS,$1600,"(<a href=""http://www.j-archive.com/media/2006-04-19_DJ_09.jpg"" target=""_blank"">Kelly of the Clue Crew delivers the clue from the Birmingham Civil Rights Institute.</a>)  ""I am in Birmingham because injustice is here"" is a line from this document written from confinement in April 1963","""Letter from Birmingham Jail"""
5035,2006-06-30,Jeopardy!,"WE'RE IN YOUR ""DET""",$1000,A cleansing substance made from synthetic compounds rather than fats or lye,a detergent
4849,2005-10-13,Jeopardy!,THE BOOK NOOK,$400,"From the Latin for ""to form"", it's the noun for made-up stories, from ""Moby Dick"" to the ""Heritage of Horror"" novels",fiction
5545,2008-10-17,Jeopardy!,AND THE KINGDOM,$600,"""The Last Battle"" is the 1956 finale to ""The Chronicles of"" this kingdom",Narnia
3126,1998-03-16,Double Jeopardy!,WORLD TRAVEL,"$2,400","You can visit this author's home at No. 6 Place des Vosges, not too far from Notre Dame",Victor Hugo
5636,2009-02-23,Double Jeopardy!,LITERARY OPENING LINES,"$2,000","Bradbury: ""It was a pleasure to burn""",Fahrenheit 451
3283,1998-12-09,Double Jeopardy!,AUTHORS,$200,"Among this author's bestsellers are ""Misery"" & ""The Tommyknockers""",Stephen King
5670,2009-04-10,Jeopardy!,THE BARTENDER SAYS...,$800,"I can just tell you're sweating for a Lynchburg lemonade, the Lynchburg referring to this brand of whiskey",Jack Daniel's
2585,1995-11-24,Double Jeopardy!,LANGUAGES,$400,"Putonghua, the chief representative of this dialect, is based on the speech of Beijing",Mandarin
4615,2004-10-01,Jeopardy!,ANAGRAMMED WEST WING STARS,$600,"We're still ""laugh-in"" at her: O MY ILL LINT",Lily Tomlin
